edge_from,edge_to,scores,labels
675,1347,2.5664592612884007e-05,-1
847,1408,6.8093877416686155e-06,-1
724,1122,3.029512981811422e-06,-1
737,1122,5.717910880775889e-06,-1
724,1123,1.8039110045720008e-06,-1
836,1381,4.25491452915594e-06,-1
679,1120,7.4128211053903215e-06,-1
976,1489,3.5368555018067127e-06,-1
803,1216,0.00021759606897830963,-1
803,1202,3.867172563332133e-05,-1
817,1216,8.405806966038654e-07,-1
818,1216,5.347907972463872e-06,-1
817,1202,4.036642735627538e-07,-1
818,1202,6.581192337762332e-07,-1
706,1377,5.965155651210807e-05,-1
707,1377,0.00022916251327842474,-1
964,1449,2.8721437047352083e-05,-1
710,1122,4.468536189961014e-06,-1
710,1124,4.123058374716493e-07,-1
804,1164,1.1753567719097191e-07,-1
836,1200,5.313012820806762e-07,-1
804,1200,0.9983152151107788,-1
838,1200,1.0642165193530673e-07,-1
812,1164,2.1989826564094983e-06,-1
777,1238,1.5243541895415547e-07,-1
778,1238,1.3607382243208122e-07,-1
705,1120,2.680555553524755e-05,-1
239,1137,1.252968502285512e-07,-1
697,1345,5.814954420202412e-06,-1
953,1203,0.00045905596925877035,-1
819,1239,1.0588216355245095e-05,-1
840,1242,1.6920211010074127e-06,-1
819,1242,2.857394974853378e-06,-1
800,1427,0.0019401678582653403,-1
791,1427,3.4392276120343013e-06,-1
800,1429,2.0512047740339767e-06,-1
832,1425,2.2064127733756322e-06,-1
816,1425,9.065859921975061e-05,-1
743,1333,7.988122524693608e-05,-1
373,1250,2.0770823994098464e-06,-1
727,1346,2.072656116069993e-06,-1
756,1345,4.730126602225937e-05,-1
281,1165,1.5600908227497712e-05,-1
957,1482,1.980207116503152e-06,-1
759,1429,2.763179736575694e-06,-1
804,1170,9.589121674480339e-08,-1
779,1143,1.1534568500337627e-07,-1
684,1329,1.2558791695482796e-07,-1
772,1236,1.9841354514937848e-06,-1
724,1115,8.816429613034416e-07,-1
737,1115,1.2080797660019016e-06,-1
724,1120,2.5909055693773553e-05,-1
724,1116,1.8800545831254567e-06,-1
737,1116,2.2962103685131297e-06,-1
247,1141,7.3717983468668535e-06,-1
281,1141,4.913124030281324e-06,-1
298,1168,4.238756810082123e-05,3
298,1169,0.00015858584083616734,-1
311,1169,0.0013802850153297186,-1
292,1216,2.128512051058351e-06,-1
331,1216,2.19596722672577e-06,-1
288,1201,2.8992252509851824e-07,-1
878,1426,5.775438239652431e-06,-1
812,1409,4.8573438107268885e-06,-1
811,1409,2.6090604023920605e-06,-1
813,1409,2.0360246253403602e-06,-1
843,1152,1.5086912696915533e-07,-1
847,1412,5.258822284304188e-07,-1
749,1122,5.648305432259804e-06,-1
750,1122,0.00010790459054987878,-1
788,1429,2.2417891614168184e-06,-1
789,1429,2.2663639356323984e-06,-1
660,1185,0.00014233017282094806,-1
880,1142,1.3877047422283795e-07,-1
830,1426,3.2933344300545286e-06,-1
830,1427,0.00013516239414457232,-1
831,1426,5.782597327197436e-06,-1
830,1428,3.8569004345845315e-07,-1
709,1106,7.067708338581724e-07,-1
710,1103,1.0014430529281526e-07,4
839,1136,2.4673386178619694e-07,-1
840,1136,2.714390393521171e-05,-1
819,1136,0.0005374571774154902,-1
731,1122,6.714169558108551e-07,-1
731,1124,2.86466701027166e-07,-1
730,1347,1.424451511411462e-05,-1
320,1169,5.672779934684513e-07,-1
287,1169,0.00017674935224931687,-1
934,1202,7.474844460375607e-05,-1
772,1170,5.664812306349631e-06,-1
803,1173,1.063761914110728e-07,5
841,1409,0.00018609706603456289,-1
231,1117,0.00047005247324705124,-1
